name,type,episodes,status,aired,premiered,broadcast,producers,licensors,studios,source,genres,duration,rating,score,ranked,popularity,favorites
Rurouni Kenshin DVD-BOX Special Ending,Special,1,Finished Airing,"May 7, 2007",,,"['Aniplex', 'SME Visual Works', 'Fuji TV']",['add some'],Studio Deen,Manga,[],2 min.,G - All Ages,7.67,#1315,#5026,59
Ni Tian Xieshen,ONA,30,Finished Airing,"Sep 23, 2023 to Mar 30, 2024",,,"['iQIYI', 'High Energy Studio']",['add some'],Foch Films,,"['Action', 'Fantasy']",21 min. per ep.,PG-13 - Teens 13 or older,7.66,#1319,#13179,12
Seto no Hanayome,TV,26,Finished Airing,"Apr 2, 2007 to Oct 1, 2007",Spring 2007,Mondays at 02:00 (JST),"['TV Tokyo', 'Square Enix', 'Sotsu']",['Funimation'],Gonzo,Manga,"['Comedy', 'Fantasy', 'Romance']",24 min. per ep.,PG-13 - Teens 13 or older,7.66,#1321,#732,"2,983"
Tenkuu no Escaflowne,TV,26,Finished Airing,"Apr 2, 1996 to Sep 24, 1996",Spring 1996,Tuesdays at 18:00 (JST),"['TV Tokyo', 'Bandai Visual']","['Funimation', 'Bandai Entertainment']",Sunrise,,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Suspense']",24 min. per ep.,PG-13 - Teens 13 or older,7.66,#1325,#1472,"2,152"
Bokura wa Minna Kawai-sou,TV,12,Finished Airing,"Apr 4, 2014 to Jun 20, 2014",Spring 2014,Unknown,['TBS'],['Sentai Filmworks'],Brain's Base,Manga,[],24 min. per ep.,PG-13 - Teens 13 or older,7.66,#1331,#608,"2,252"
ACCA: 13-ku Kansatsu-ka,TV,12,Finished Airing,"Jan 10, 2017 to Mar 28, 2017",Winter 2017,Tuesdays at 23:00 (JST),"['Bandai Visual', 'Square Enix', 'Lantis', 'Nihon Ad Systems', 'Banpresto', 'Medicos Entertainment', 'BS11', 'Sony PCL', 'Contents Seed']",['Funimation'],Madhouse,Manga,"['Drama', 'Fantasy', 'Mystery']",24 min. per ep.,PG-13 - Teens 13 or older,7.66,#1329,#1428,"1,494"
Hanma Baki: Son of Ogre,ONA,12,Finished Airing,"Sep 30, 2021",,,['add some'],['add some'],TMS Entertainment,Manga,[],24 min. per ep.,R - 17+ (violence & profanity),7.66,#1338,#1462,664
30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,TV,12,Finished Airing,"Jan 11, 2024 to Mar 28, 2024",Winter 2024,Thursdays at 00:00 (JST),"['TV Tokyo', 'Square Enix', 'Sotsu', 'TV Osaka', 'DAX Production', 'Avex Pictures', 'TV Aichi', 'BS TV Tokyo', 'MAGNET']",['add some'],Satelight,Manga,"['Boys Love', 'Comedy', 'Supernatural']",23 min. per ep.,PG-13 - Teens 13 or older,7.65,#1341,#3057,459
Evangelion Movie 3: Q,Movie,1,Finished Airing,"Nov 17, 2012",,,['add some'],['Funimation'],Khara,,"['Action', 'Award Winning', 'Drama', 'Sci-Fi', 'Suspense']",1 hr. 35 min.,PG-13 - Teens 13 or older,7.65,#1346,#506,"2,049"
Gokinjo Monogatari,TV,50,Finished Airing,"Sep 10, 1995 to Sep 1, 1996",Fall 1995,Unknown,['add some'],['add some'],Toei Animation,Manga,"['Comedy', 'Drama', 'Romance']",25 min. per ep.,PG-13 - Teens 13 or older,7.65,#1350,#4316,362
Free! Movie 2: Timeless Medley - Yakusoku,Movie,1,Finished Airing,"Jul 1, 2017",,,['add some'],['Funimation'],Kyoto Animation,,[],1 hr. 37 min.,PG-13 - Teens 13 or older,7.65,#1348,#3400,56
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Special,1,Finished Airing,"May 26, 2006",,,"['Kadokawa Shoten', 'Happinet Pictures']","['Funimation', 'Kadokawa Pictures USA']",Kyoto Animation,Manga,[],30 min.,PG-13 - Teens 13 or older,7.65,#1349,#2586,97
Fairy Tail (2014),TV,102,Finished Airing,"Apr 5, 2014 to Mar 26, 2016",Spring 2014,Saturdays at 10:30 (JST),"['TV Tokyo', 'Dentsu']",['Funimation'],A-1 Pictures,Manga,"['Action', 'Adventure', 'Fantasy']",24 min. per ep.,PG-13 - Teens 13 or older,7.65,#1347,#157,"12,289"
Doupo Cangqiong Specials,ONA,2,Finished Airing,"Sep 30, 2017 to Oct 7, 2017",,,"['Tencent Penguin Pictures', 'China Literature Limited']",['add some'],Motion Magic,,"['Action', 'Adventure', 'Fantasy']",25 min. per ep.,PG-13 - Teens 13 or older,7.65,#1345,#8315,27
Code Geass: Hangyaku no Lelouch II - Handou,Movie,1,Finished Airing,"Feb 10, 2018",,,['add some'],['Funimation'],Sunrise,,"['Action', 'Sci-Fi']",2 hr. 12 min.,R - 17+ (violence & profanity),7.65,#1344,#2502,113
Arslan Senki (TV),TV,25,Finished Airing,"Apr 5, 2015 to Sep 27, 2015",Spring 2015,Sundays at 17:00 (JST),"['Dentsu', 'Mainichi Broadcasting System', 'Kodansha', 'Magic Capsule', 'Ultra Super Pictures', 'Graphinica', 'NBCUniversal Entertainment Japan']",['Funimation'],SANZIGEN,Manga,"['Action', 'Adventure', 'Drama', 'Fantasy']",24 min. per ep.,R - 17+ (violence & profanity),7.65,#1343,#626,"1,737"
Arashi no Yoru ni,Movie,1,Finished Airing,"Dec 10, 2005",,,"['Shogakukan-Shueisha Productions', 'Mainichi Broadcasting System', 'TBS', 'TOHO', 'SEDIC International', 'Hakuhodo DY Music & Pictures', 'Mainichi Shimbun']",['add some'],Group TAC,,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",1 hr. 47 min.,G - All Ages,7.65,#1342,#4544,208
Initial D Battle Stage 2,OVA,1,Finished Airing,"May 30, 2007",,,['OB Planning'],['add some'],A.C.G.T.,Manga,"['Action', 'Drama']",1 hr. 20 min.,PG-13 - Teens 13 or older,7.66,#1340,#3976,45
Hayate no Gotoku!!,TV,25,Finished Airing,"Apr 4, 2009 to Sep 19, 2009",Spring 2009,Saturdays at 01:23 (JST),"['TV Tokyo', 'Geneon Universal Entertainment', 'Shogakukan-Shueisha Productions', 'Shogakukan Music & Digital Entertainment']",['Sentai Filmworks'],J.C.Staff,Manga,"['Action', 'Comedy', 'Romance']",24 min. per ep.,PG-13 - Teens 13 or older,7.66,#1339,#1885,477
Giovanni no Shima,Movie,1,Finished Airing,"Feb 22, 2014",,,['Warner Bros. Japan'],['GKIDS'],Production I.G,,"['Award Winning', 'Drama']",1 hr. 42 min.,PG-13 - Teens 13 or older,7.66,#1337,#3913,71
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,Special,1,Finished Airing,"Jul 22, 2015",,,['add some'],['Aniplex of America'],Shuka,Light novel,"['Action', 'Mystery', 'Supernatural']",23 min.,R - 17+ (violence & profanity),7.66,#1336,#2670,54
Doupo Cangqiong 2nd Season Specials,ONA,3,Finished Airing,"Apr 14, 2019 to Apr 28, 2019",,,"['Tencent Penguin Pictures', 'China Literature Limited']",['add some'],Motion Magic,,"['Action', 'Adventure', 'Fantasy']",28 min. per ep.,PG-13 - Teens 13 or older,7.66,#1335,#9102,14
Dekiru Neko wa Kyou mo Yuuutsu,TV,13,Finished Airing,"Jul 8, 2023 to Sep 30, 2023",Summer 2023,Saturdays at 02:23 (JST),"['Frontier Works', 'Mainichi Broadcasting System', 'Kodansha', 'Movic', 'Hakuhodo DY Music & Pictures', 'DMM.com']",['add some'],GoHands,Web manga,"['Comedy', 'Supernatural']",23 min. per ep.,PG-13 - Teens 13 or older,7.66,#1334,#2078,642
Cardcaptor Sakura: Clear Card-hen,TV,22,Finished Airing,"Jan 7, 2018 to Jun 10, 2018",Winter 2018,Sundays at 07:30 (JST),"['NHK', 'Kodansha', 'NHK Enterprises']",['Funimation'],Madhouse,Manga,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",25 min. per ep.,PG - Children,7.66,#1333,#1794,670
Bungou Stray Dogs: Hitori Ayumu,OVA,1,Finished Airing,"Aug 4, 2017",,,['add some'],['Funimation'],Bones,Manga,"['Action', 'Mystery', 'Supernatural']",23 min.,PG-13 - Teens 13 or older,7.66,#1332,#1365,364
Ansatsu Kyoushitsu: Kagaijugyou-hen,ONA,8,Finished Airing,"Mar 11, 2016 to May 20, 2016",,,['add some'],['add some'],Lerche,Manga,"['Action', 'Comedy']",5 min. per ep.,PG-13 - Teens 13 or older,7.66,#1330,#2557,175
Tondemo Skill de Isekai Hourou Meshi,TV,12,Finished Airing,"Jan 11, 2023 to Mar 29, 2023",Winter 2023,Wednesdays at 00:00 (JST),['dugout'],['add some'],MAPPA,Light novel,"['Adventure', 'Comedy', 'Fantasy', 'Gourmet']",23 min. per ep.,PG-13 - Teens 13 or older,7.66,#1328,#1072,"1,762"
Tokyo Revengers: Seiya Kessen-hen,TV,13,Finished Airing,"Jan 8, 2023 to Apr 2, 2023",Winter 2023,Sundays at 02:08 (JST),"['Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'AT-X', 'Ultra Super Pictures', 'Studio Mausu', 'Sammy']",['add some'],LIDENFILMS,Manga,"['Action', 'Drama', 'Supernatural']",23 min. per ep.,R - 17+ (violence & profanity),7.66,#1327,#665,"2,522"
Toaru Kagaku no Railgun,TV,24,Finished Airing,"Oct 3, 2009 to Mar 20, 2010",Fall 2009,Saturdays at 01:30 (JST),"['Geneon Universal Entertainment', 'Movic', 'AT-X', 'ASCII Media Works']",['Funimation'],J.C.Staff,Manga,"['Action', 'Fantasy', 'Sci-Fi']",24 min. per ep.,PG-13 - Teens 13 or older,7.66,#1326,#359,"5,906"
Space Cobra,TV,31,Finished Airing,"Oct 7, 1982 to May 19, 1983",Fall 1982,Unknown,['Fuji TV'],"['Nozomi Entertainment', 'Discotek Media']",Tokyo Movie Shinsha,Manga,"['Action', 'Adventure', 'Sci-Fi']",24 min. per ep.,R+ - Mild Nudity,7.66,#1324,#4519,280
Shoujo☆Kageki Revue Starlight,TV,12,Finished Airing,"Jul 13, 2018 to Sep 28, 2018",Summer 2018,Fridays at 01:28 (JST),"['Pony Canyon', 'TBS', 'Bushiroad', 'Overlap', 'Nelke Planning', 'APDREAM']",['Sentai Filmworks'],Kinema Citrus,,[],24 min. per ep.,PG-13 - Teens 13 or older,7.66,#1323,#2266,"1,513"
Shirobako Movie,Movie,1,Finished Airing,"Feb 29, 2020",,,"['Sotsu', 'Infinite', 'Imagine']",['Eleven Arts'],P.A. Works,,"['Comedy', 'Drama']",2 hr.,PG-13 - Teens 13 or older,7.66,#1322,#3089,72
Rilakkuma to Kaoru-san,ONA,13,Finished Airing,"Apr 19, 2019",,,['Netflix'],['add some'],dwarf,,[],11 min. per ep.,PG - Children,7.66,#1320,#5301,179
Kuroshitsuji,TV,24,Finished Airing,"Oct 3, 2008 to Mar 27, 2009",Fall 2008,Fridays at 01:25 (JST),"['Aniplex', 'Square Enix', 'Yomiko Advertising', 'Mainichi Broadcasting System', 'Movic', 'Trinity Sound', 'Hakuhodo DY Media Partners']","['Funimation', 'Aniplex of America']",A-1 Pictures,Manga,"['Action', 'Fantasy', 'Mystery']",24 min. per ep.,R - 17+ (violence & profanity),7.66,#1318,#121,"22,722"
Kindaichi Shounen no Jikenbo Returns 2nd Season,TV,22,Finished Airing,"Oct 3, 2015 to Mar 26, 2016",Fall 2015,Saturdays at 17:30 (JST),['Yomiuri Telecasting'],['add some'],Toei Animation,Manga,[],24 min. per ep.,R - 17+ (violence & profanity),7.66,#1317,#5964,28
Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,Special,2,Finished Airing,2003,,,['add some'],['add some'],Toei Animation,Manga,"['Adventure', 'Sci-Fi']",54 min. per ep.,PG-13 - Teens 13 or older,7.67,#1316,#6309,17
Oniichan wa Oshimai!,TV,12,Finished Airing,"Jan 5, 2023 to Mar 23, 2023",Winter 2023,Thursdays at 23:30 (JST),"['Pony Canyon', 'Movic', 'AT-X', 'TOHO animation', 'Tokyo MX', 'Hakuhodo DY Music & Pictures', 'BS11', 'Egg Firm', 'Ichijinsha', 'Bit grooove promotion', 'Pia']",['add some'],Studio Bind,Manga,[],23 min. per ep.,PG-13 - Teens 13 or older,7.67,#1314,#1554,"2,114"
Mousou Dairinin,TV,13,Finished Airing,"Feb 3, 2004 to May 18, 2004",Winter 2004,Saturdays at 00:00 (JST),"['WOWOW', 'Asmik Ace', 'Tohokushinsha Film Corporation']","['Funimation', 'Geneon Entertainment USA']",Madhouse,,"['Avant Garde', 'Drama', 'Mystery', 'Supernatural', 'Suspense']",24 min. per ep.,R+ - Mild Nudity,7.67,#1313,#546,"5,636"
Meitantei Conan Movie 17: Zekkai no Private Eye,Movie,1,Finished Airing,"Apr 20, 2013",,,['add some'],['add some'],TMS Entertainment,Manga,"['Adventure', 'Comedy', 'Mystery']",1 hr. 50 min.,G - All Ages,7.67,#1311,#3567,16
Luo Xiao Hei Zhan Ji,ONA,28,Finished Airing,"Mar 17, 2011 to Aug 27, 2019",,,['add some'],['add some'],HMCH,,"['Comedy', 'Supernatural']",7 min. per ep.,PG-13 - Teens 13 or older,7.67,#1309,#8015,57
Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,TV,13,Finished Airing,"Apr 2, 2022 to Jun 25, 2022",Spring 2022,Saturdays at 22:00 (JST),"['Lantis', 'Bushiroad', 'Sunrise Music', 'Kadokawa', 'Bandai Namco Filmworks', 'Bandai Namco Music Live']",['add some'],Sunrise,,[],24 min. per ep.,PG-13 - Teens 13 or older,7.67,#1308,#3600,439
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,Special,1,Finished Airing,"Dec 15, 2013",,,"['Aniplex', 'Nihon Ad Systems', 'Ai Addiction']",['add some'],Brain's Base,Manga,"['Slice of Life', 'Supernatural']",22 min.,PG-13 - Teens 13 or older,7.65,#1357,#3779,32
Pandora Hearts,TV,25,Finished Airing,"Apr 3, 2009 to Sep 25, 2009",Spring 2009,Fridays at 01:29 (JST),"['Square Enix', 'TBS', 'flying DOG']","['NIS America, Inc.']",Xebec,Manga,"['Adventure', 'Fantasy', 'Mystery']",24 min. per ep.,PG-13 - Teens 13 or older,7.65,#1359,#528,"5,229"
Ojamajo Carnival!!,ONA,1,Finished Airing,"Mar 23, 2024",,,['Tavac'],['add some'],Toei Animation,,[],1 min.,G - All Ages,7.65,#1358,#11953,5
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,Movie,1,Finished Airing,"Jul 15, 1995",,,['add some'],['add some'],Toei Animation,Manga,[],40 min.,PG-13 - Teens 13 or older,7.64,#1367,#5115,12
Tsuritama,TV,12,Finished Airing,"Apr 13, 2012 to Jun 29, 2012",Spring 2012,Fridays at 01:15 (JST),"['Aniplex', 'Dentsu', 'Fuji TV', 'Sakura Create']",['Sentai Filmworks'],A-1 Pictures,,"['Comedy', 'Sci-Fi']",23 min. per ep.,PG-13 - Teens 13 or older,7.65,#1364,#1401,"2,279"
5-toubun no Hanayome,TV,12,Finished Airing,"Jan 11, 2019 to Mar 29, 2019",Winter 2019,Fridays at 01:28 (JST),"['Pony Canyon', 'Kodansha', 'ZERO-A', 'GYAO!', 'eNa']",['Funimation'],Tezuka Productions,Manga,"['Comedy', 'Romance']",24 min. per ep.,PG-13 - Teens 13 or older,7.64,#1371,#165,"13,838"
Daa! Daa! Daa!,TV,78,Finished Airing,"Mar 28, 2000 to Feb 26, 2002",Spring 2000,Tuesdays at 18:00 (JST),['add some'],['add some'],J.C.Staff,Manga,"['Comedy', 'Sci-Fi']",25 min. per ep.,G - All Ages,7.64,#1374,#4361,267
Drifters: Special Edition,OVA,1,Finished Airing,"Jun 6, 2016",,,['NBCUniversal Entertainment Japan'],['add some'],Hoods Entertainment,Manga,"['Action', 'Adventure', 'Comedy', 'Fantasy']",41 min.,R - 17+ (violence & profanity),7.64,#1378,#3811,26
Hachimitsu to Clover Specials,Special,2,Finished Airing,"Dec 23, 2005 to Feb 24, 2006",,,['add some'],['VIZ Media'],J.C.Staff,Manga,"['Comedy', 'Drama', 'Romance']",22 min. per ep.,PG-13 - Teens 13 or older,7.64,#1381,#4008,43
Minami-ke,TV,13,Finished Airing,"Oct 8, 2007 to Dec 31, 2007",Fall 2007,Mondays at Unknown,"['Starchild Records', 'Magic Capsule', 'Eye Move', 'Sunny Side Up']",['add some'],Daume,Manga,"['Comedy', 'Slice of Life']",24 min. per ep.,PG-13 - Teens 13 or older,7.64,#1385,#1369,"1,068"
Non Non Biyori: Okinawa e Ikukoto ni Natta,OVA,1,Finished Airing,"Jul 23, 2014",,,['Media Factory'],['add some'],SILVER LINK.,Manga,[],20 min.,PG-13 - Teens 13 or older,7.64,#1389,#2694,50
Kengan Ashura Season 2,ONA,12,Finished Airing,"Sep 21, 2023",,,"['Pony Canyon', 'Shogakukan', 'Netflix']",['add some'],Larx Entertainment,Web manga,[],25 min. per ep.,R - 17+ (violence & profanity),7.63,#1392,#3984,118
Nezha Zhi Mo Tong Jiang Shi,Movie,1,Finished Airing,"Jul 26, 2019",,,"['Horgos Coloroom Pictures Co., Ltd.']",['add some'],October Media,,"['Action', 'Comedy', 'Drama', 'Fantasy']",1 hr. 50 min.,PG - Children,7.63,#1396,#5586,57
Psycho-Pass Movie: Providence,Movie,1,Finished Airing,"May 12, 2023",,,"['Sony Pictures Entertainment', 'TOHO']",['Crunchyroll'],Production I.G,,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",2 hr.,R - 17+ (violence & profanity),7.63,#1399,#3217,158
Ranma ½ Super,OVA,3,Finished Airing,"Sep 21, 1995 to Jan 19, 1996",,,['Sunrise'],['VIZ Media'],Studio Deen,Manga,"['Action', 'Adventure', 'Comedy', 'Romance', 'Supernatural']",26 min. per ep.,PG-13 - Teens 13 or older,7.63,#1400,#4926,22
Princess Principal: Crown Handler Movie 3,Movie,1,Finished Airing,"Apr 7, 2023",,,['add some'],['Sentai Filmworks'],Actas,,"['Action', 'Mystery']",1 hr.,R - 17+ (violence & profanity),7.63,#1398,#6057,20
Poyopoyo Kansatsu Nikki,TV,52,Finished Airing,"Jan 8, 2012 to Dec 30, 2012",Winter 2012,Sundays at Unknown,"['DAX Production', 'Dream Creation', 'Möbius Tone']",['add some'],Studio Deen,4-koma manga,"['Comedy', 'Slice of Life']",3 min. per ep.,PG - Children,7.63,#1397,#4745,151
Layton Kyouju to Eien no Utahime,Movie,1,Finished Airing,"Dec 19, 2009",,,['add some'],['VIZ Media'],OLM,,"['Adventure', 'Mystery']",1 hr. 39 min.,PG - Children,7.63,#1395,#4114,179
Kimagure Orange☆Road: Ano Hi ni Kaeritai,Movie,1,Finished Airing,"Oct 1, 1988",,,['add some'],"['AnimEigo', 'Discotek Media']",Pierrot,Manga,"['Comedy', 'Drama', 'Romance']",1 hr. 9 min.,R - 17+ (violence & profanity),7.63,#1394,#6282,50
Kidou Senshi Gundam Unicorn RE:0096,TV,22,Finished Airing,"Apr 3, 2016 to Sep 11, 2016",Spring 2016,Sundays at 07:00 (JST),"['Bandai Visual', 'Sotsu', 'Kadokawa Shoten', 'Asatsu DK', 'Tohokushinsha Film Corporation', 'Nagoya Broadcasting Network']",['NYAV Post'],Sunrise,,"['Action', 'Drama', 'Sci-Fi']",23 min. per ep.,PG-13 - Teens 13 or older,7.63,#1393,#3776,176
K: Missing Kings,Movie,1,Finished Airing,"Jul 12, 2014",,,"['Starchild Records', 'Mainichi Broadcasting System', 'KlockWorx', 'Glovision']",['VIZ Media'],GoHands,,"['Action', 'Fantasy']",1 hr. 13 min.,PG-13 - Teens 13 or older,7.63,#1391,#961,653
Rokuhou-dou Yotsuiro Biyori,TV,12,Finished Airing,"Apr 11, 2018 to Jun 27, 2018",Spring 2018,Wednesdays at 00:30 (JST),['add some'],['add some'],Zexcs,Manga,"['Gourmet', 'Slice of Life']",23 min. per ep.,PG-13 - Teens 13 or older,7.64,#1390,#3832,200
Nejimaki Seirei Senki: Tenkyou no Alderamin,TV,13,Finished Airing,"Jul 9, 2016 to Oct 1, 2016",Summer 2016,Saturdays at 01:05 (JST),"['Magic Capsule', 'Warner Bros. Japan', 'KlockWorx', 'ASCII Media Works', 'BS Fuji', 'Imagine']","['Funimation', 'Crunchyroll']",Madhouse,Light novel,"['Action', 'Adventure', 'Fantasy']",23 min. per ep.,R - 17+ (violence & profanity),7.64,#1388,#753,"1,438"
Nanatsu no Taizai,TV,24,Finished Airing,"Oct 5, 2014 to Mar 29, 2015",Fall 2014,Sundays at 17:00 (JST),"['Aniplex', 'Dentsu', 'Mainichi Broadcasting System', 'Kodansha', 'Movic']",['Funimation'],A-1 Pictures,Manga,"['Action', 'Adventure', 'Fantasy']",24 min. per ep.,PG-13 - Teens 13 or older,7.64,#1387,#32,"19,306"
